16.2605327948841, 1.021220572631826e-18
16.49637893953349, 2.681341796277501e-18
16.37803134516233, 1.3165699234223193e-18
17.18335147257414, 6.44126652567902e-18
17.18335147257414, 5.323876701708702e-18
18.245912700421286, 1.1869687785782024e-17
18.914733390789518, 1.459075784820611e-17
20.572213892571295, 2.5943675921510153e-17
21.326307290032016, 3.126446296447594e-17
24.335632873024096, 5.581211138283247e-17
26.152421555460727, 6.646246730589788e-17
32.07067889968027, 1.0959167678742312e-16
35.30209703370507, 1.3259307807735257e-16
48.228154602608306, 1.8287323140176393e-16
58.43665469265857, 2.0518276178548044e-16
87.87752905988131, 2.379560527959457e-16
101.48839003779182, 2.4048810775857483e-16
160.12348341548673, 2.3112952229649514e-16
184.9241178368509, 2.2213512582765564e-16
278.0904318453803, 1.7321730933946332e-16
317.33138620079126, 1.5714489533215652e-16
471.5133309322499, 1.161609729488027e-16
538.0479217640833, 1.0532692090112653e-16
799.4695098695043, 7.831187425671136e-17
912.2815413268648, 7.104550538432951e-17
1355.53218812985, 5.2516596302026995e-17
1546.8094513161975, 4.776994848460956e-17
2243.8544182488263, 3.587649514683139e-17
2591.39253030298, 3.244441474010964e-17
3804.543953039735, 2.3868840661014855e-17
4341.397862804582, 2.1460161873356146e-17
7325.763599299966, 1.498993724341812e-17
10678.134254104945, 1.0992896546555135e-17
12332.010989044215, 9.967615763201206e-18
18544.981052665455, 7.29431047485456e-18
20413.559770820608, 6.8636062857749505e-18
