12, 5.263e-18
13, 1.4736e-17
14, 3.6214e-17
15, 5.0379e-17
16, 6.2521e-17
17, 7.3323e-17
18, 8.3053e-17
19, 9.1865e-17
20, 1.0164e-16
21, 1.11267e-16
22, 1.20286e-16
23, 1.28716e-16
24, 1.36582e-16
25, 1.43911e-16
26, 1.50735e-16
27, 1.57086e-16
28, 1.62992e-16
29, 1.68483e-16
30, 1.73588e-16
32, 1.8274e-16
34, 1.90639e-16
35, 1.9417e-16
37, 2.00492e-16
38, 2.03314e-16
40, 2.08355e-16
42, 2.12678e-16
44, 2.16372e-16
45, 2.18008e-16
47, 2.20901e-16
48, 2.22174e-16
50, 2.24406e-16
55, 2.28436e-16
57, 2.29531e-16
60, 2.30721e-16
65, 2.31709e-16
67, 2.31817e-16
70, 2.31726e-16
75, 2.31013e-16
77, 2.30565e-16
80, 2.2975e-16
85, 2.28074e-16
87, 2.27311e-16
90, 2.26088e-16
95, 2.23872e-16
97, 2.22936e-16
100, 2.21488e-16
107, 2.17959e-16
120, 2.11095e-16
137, 2.02024e-16
140, 2.00445e-16
147, 1.96805e-16
150, 1.95266e-16
160, 1.90244e-16
172, 1.84451e-16
180, 1.80738e-16
197, 1.7325e-16
200, 1.71985e-16
207, 1.69097e-16
247, 1.54198e-16
250, 1.53182e-16
297, 1.38858e-16
300, 1.38035e-16
310, 1.35365e-16
347, 1.26372e-16
350, 1.25697e-16
397, 1.16036e-16
400, 1.15472e-16
450, 1.06864e-16
497, 9.9928e-17
500, 9.9518e-17
550, 9.3174e-17
597, 8.7951e-17
600, 8.7639e-17
697, 7.8685e-17
700, 7.8439e-17
797, 7.1292e-17
800, 7.1093e-17
900, 6.5084e-17
997, 6.021e-17
1000, 6.0072e-17
1500, 4.3747e-17
2000, 3.4692e-17
2500, 2.8887e-17
3000, 2.4829e-17
4000, 1.9499e-17
5000, 1.6133e-17
