13.62, 1e-20
14, 3.83e-19
14.1, 4.83e-19
14.3, 6.85e-19
14.5, 8.9e-19
14.7, 1.097e-18
15, 1.411e-18
15.3, 1.728e-18
15.7, 2.153e-18
16, 7.113e-18
16.1, 7.819e-18
16.6, 1.0587e-17
16.94, 1.219e-17
17, 1.2517e-17
17.8, 1.6767e-17
18, 1.7752e-17
18.64, 2.0762e-17
19, 2.2669e-17
19.2, 2.3694e-17
20, 2.7694e-17
21, 3.2794e-17
21.6, 3.5734e-17
22, 3.7757e-17
23, 4.2666e-17
23.2, 4.3621e-17
24, 4.7393e-17
25, 5.1915e-17
26, 5.6221e-17
27, 6.0313e-17
28, 6.4197e-17
29.2, 6.8597e-17
30, 7.1377e-17
31.2, 7.5332e-17
32, 7.783e-17
34, 8.3632e-17
35, 8.638e-17
35.5, 8.7703e-17
37, 9.1472e-17
38, 9.3942e-17
40, 9.8703e-17
40.5, 9.9846e-17
42, 1.03128e-16
44, 1.07174e-16
45, 1.09063e-16
46, 1.10869e-16
47, 1.12594e-16
48, 1.14242e-16
50, 1.17319e-16
55, 1.2387e-16
56, 1.25006e-16
57, 1.2609e-16
60, 1.29047e-16
63, 1.31607e-16
65, 1.33116e-16
70, 1.36284e-16
71, 1.36825e-16
72, 1.37338e-16
75, 1.38719e-16
77, 1.39518e-16
80, 1.40553e-16
85, 1.41892e-16
87, 1.42309e-16
90, 1.42822e-16
95, 1.43413e-16
97, 1.43567e-16
100, 1.43721e-16
107, 1.43766e-16
110, 1.4367e-16
112, 1.43572e-16
120, 1.42954e-16
122, 1.4275e-16
125, 1.42412e-16
126, 1.42291e-16
130, 1.41773e-16
140, 1.40266e-16
147, 1.39074e-16
150, 1.38536e-16
160, 1.36655e-16
165, 1.35676e-16
170, 1.34677e-16
172, 1.34273e-16
175, 1.33664e-16
180, 1.32641e-16
190, 1.30576e-16
197, 1.29125e-16
200, 1.28503e-16
219, 1.24598e-16
220, 1.24395e-16
225, 1.23383e-16
247, 1.19036e-16
250, 1.18458e-16
252, 1.18075e-16
275, 1.13794e-16
297, 1.09923e-16
300, 1.09412e-16
310, 1.07739e-16
342, 1.02682e-16
347, 1.01931e-16
350, 1.01485e-16
393, 9.5486e-17
397, 9.4963e-17
400, 9.4574e-17
450, 8.8534e-17
452, 8.8309e-17
497, 8.3528e-17
500, 8.3228e-17
520, 8.1283e-17
597, 7.4605e-17
600, 7.4369e-17
650, 7.0643e-17
687, 6.8129e-17
700, 6.729e-17
797, 6.1661e-17
800, 6.1503e-17
900, 5.6682e-17
957, 5.4278e-17
997, 5.2717e-17
1000, 5.2604e-17
1148, 4.7598e-17
1378, 4.1556e-17
1500, 3.897e-17
1540, 3.8196e-17
1654, 3.6159e-17
1800, 3.3866e-17
2000, 3.1186e-17
2500, 2.6117e-17
3000, 2.2537e-17
4000, 1.7791e-17
5000, 1.4769e-17
